,id,name,brand,base_name,screen_size,pixels_x,pixels_y,screen_surface,touchscreen,cpu,cpu_details,detachable_keyboard,discrete_gpu,gpu,os,os_details,ram,ssd,storage,weight,min_price,max_price
424,17273,"HP Pavilion 15-au010wm 15.6 Inch Laptop (Intel Core i7-6500U 2.5GHz, 12 GB DDR4-2133 SDRAM, 1 TB 5400 rpm SATA Hard Drive, Windows 10), Silver",HP,HP Pavilion 15-au010wm,15.6,1366,768,Glossy,0,Intel Core i7,Intel Core i7-6500U 2.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940MX,Windows,Windows 10,12,0,1000,4.27,787.0,787.0
219,21221,"2018 Flagship Dell Inspiron Laptop, FHD IPS 15.6"" Touchscreen, Intel Quad-Core i5-8250U (Beat i7-7500U), 8GB DDR4, 1TB HDD, DVDRW, Backlit Keyboard, WIFI, Bluetooth, Webcam, Windows 10",Dell,Dell Inspiron,15.6,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,1000,,649.0,649.0
311,9938,"ASUS C300SA-DS02 Chromebook 13.3"" HD (1366768) with 16GB Storage & 4GB RAM (Black)",Asus,Asus C300SA,13.3,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,2.98,229.99,229.99
389,20093,"Acer Aspire E15 High Performance 15.6? Full HD Laptop (2018 Edition), 7th Gen Intel Core i7-7500U Process up to 3.50 GHz, 8GB DDR4 RAM, 1TB HDD, USB-C 3.1, Bluetooth, HDMI, Webcam, Win 10",Acer,Acer Aspire E15,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7500U 2.7 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,4.92,573.6,599.99
11,19839,"Newest HP 14-inch Chromebook HD SVA (1366 x 768) Display, Intel Dual Core Celeron N2840 2.16GHz, 4GB DD3L RAM, 16GB eMMc Hard Drive, Bluetooth, HDMI, Stereo Speakers, HD Webcam, Google Chrome OS",HP,HP Chromebook 14,14.0,1366,768,Glossy,0,Intel Celeron,Intel Celeron N2840 2.16 GHz (Bay Trail Dual-Core),0.0,0,Intel HD,Chrome OS,Chrome OS,4,16,16,3.7,236.87,236.88
485,21204,"Apple MacBook Pro (13-inch, Previous Model, 8GB RAM, 128GB Storage) - Space Gray",Apple,Apple MacBook Pro 2017,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-7360U 2.3 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel Iris Plus 640,macOS,macOS High Sierra,8,128,128,3.02,1169.0,1299.0
266,11940,"HP 15-F222WM 15.6"" Touch Screen Laptop (Intel Quad Core Pentium N3540 Processor, 4GB Memory, 500GB Hard Drive, Windows 10)",HP,HP 15-f222wm,15.6,1366,768,Glossy,1,Intel Pentium,Intel Pentium N3540 2.16 GHz (Bay Trail Quad-Core),0.0,0,Intel HD,Windows,Windows 10,4,0,500,4.7,399.99,420.0
122,29630,"Omen by HP 2019 17-Inch Gaming Laptop, Intel i7-9750H Processor, NVIDIA RTX 2080 8 GB, 16 GB RAM, 256 GB SSD & 1 TB HDD, VR Ready, Windows 10 Home (17-cb0050nr, Black)",HP,HP OMEN 17-cb0050nr,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2080,Windows,Windows 10 Home,16,256,1256,6.54,1799.99,1799.99
444,9591,"2017 Dell Inspiron 15.6"" HD Truelife LED-backlit Widescreen Laptop, Intel Core i7-6500U 2.5GHz, 12GB RAM, 1TB HDD, DVD +/- RW, Intel HD Graphics 520, 802.11a/b/g/n/ac WiFi, HDMI, Windows 10",Dell,Dell Inspiron,15.6,1366,768,Glossy,0,Intel Core i7,Intel Core i7-6500U 2.5 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,0,Intel HD 520,Windows,Windows 10,12,0,1000,4.94,999.11,999.11
496,23602,"Google Pixelbook (i5, 8 GB RAM, 128GB) (GA00122-US)",Google,Google Pixelbook,12.3,2400,1600,Glossy,1,Intel Core i5,Intel Core i5-7Y57 1.2 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 615,Chrome OS,Chrome OS,8,128,128,2.4,860.0,875.0
275,18833,"Dell Inspiron 15.6"" Display Laptop PC Intel i5-7200U Processor 256GB SSD DVD-RW HDMI 802.11ac Webcam Bluetooth Windows 10-Gray (8GB RAM | 256GB SSD)",Dell,Dell Inspiron 5000,15.6,1366,768,Matte,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,256,256,5.2,450.0,457.99
136,17479,"Dell Inspiron 7000 i7559 15.6"" UHD (3840x2160) 4K Touchscreen Gaming Laptop: Intel Quad-Core i7-6700HQ | 16GB RAM | NVIDIA GTX 960M 4GB | 1TB + 128GB SSD | Backlit Keyboard | Windows 10 - Grey",Dell,Dell Inspiron 7000 (i7559),15.6,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-6700HQ 2.6 GHz (6th gen Skylake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 960M,Windows,Windows 10,16,128,1128,6.0,1189.99,1189.99
52,28485,"Dell XPS 9370 Laptop, 13.3"" UHD (3840 x 2160) InfinityEdge Touch Display, 8th Gen Intel Core i7-8550U, 8GB RAM, 256 GB SSD, Fingerprint Reader, Windows 10, Rose Gold",Dell,Dell XPS 9370,13.3,3840,2160,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,2.68,1072.0,1079.99
341,20515,"ASUS 2-in-1 13.3"" Full HD Touchscreen Convertible Laptop PC, Intel Core i5-7200U 2.50 GHz, 6GB DDR4 RAM 1TB HDD Intel HD Graphics 520 Backlit Keyboard HDMI WIFI Webcam NO DVD Windows 10",Asus,Asus Q304UA,13.3,1920,1080,Glossy,1,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,6,0,1000,3.31,479.0,479.0
274,22145,"Asus ROG Strix Thin and Light Gaming Laptop, 15â€ Full HD, Intel Core i7-7700HQ Processor, 16GB DDR4 RAM, 256GB SSD + 1TB HDD, GeForce GTX 1050 4GB, RGB, Windows 10 Home - GL503VD-DB74",Asus,Asus ROG Strix GL503,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-7700HQ 2.8 GHz (7th gen Kaby Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,16,256,1256,5.6,1499.98,1499.98
6,20956,"HP Touchscreen 15.6 inch HD Notebook , Intel Core i5-8250U Processor up to 3.40 GHz, 8GB DDR4, 2TB Hard Drive, Optical Drive, Webcam, Backlit Keyboard, Bluetooth, Windows 10 Home",HP,HP,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,0,2000,4.52,619.99,628.5
293,23417,Lenovo Flex 11 Chromebook 11.6-Inch HD IPS Touch Panel (1366x768) MTK 8173c 4GB 32GB Chrome - ZA270025US,Lenovo,Lenovo Flex 11 Chromebook,11.6,1366,768,Matte,1,MediaTek,MediaTek MT8173C 2.1 GHz (Quad-Core),0.0,0,PowerVR GX6250,Chrome OS,Chrome OS,4,32,32,3.0,368.0,368.0
363,30751,"2020 HP 15 15.6"" HD Touchscreen Premium Laptop - 10th Gen Intel Core i5-1035G1, 16GB DDR4, 512GB SSD, USB Type-C, HDMI, Windows 10 - Silver W",HP,HP 15-dy1751ms,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-1035G1 1.0 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),0.0,0,Intel UHD,Windows,Windows 10 Home,16,512,512,3.75,521.38,528.0
474,30520,"Jumper EZbook X3 Windows 10 Laptop, Laptop computer 13.3'' HD PC Laptops Intel N3350 6GB DDR3L 64GB eMMC 2.4G/5G WiFi supports up to 128GB TF card expansion",Jumper,Jumper EZbook X3,13.3,1920,1080,Matte,0,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0.0,0,Intel HD 500,Windows,Windows 10 Home,6,64,64,2.7,219.0,229.0
503,30512,"Sager NP7876 17.3 Inches Thin Bezel FHD 144Hz Gaming Laptop, Intel Core i7-9750H, RTX 2060 6GB DDR6, 16GB RAM, 500GB NVMe SSD, Windows 10 Home",Other,Sager NP7876,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2060,Windows,Windows 10 Home,16,500,500,5.9,1299.0,1349.0
509,29633,"Prostar P950RF 15.6 Inches FHD 144Hz, Intel i7-9750H, NVIDIA RTX 2070, 32GB 2666Mhz DDR4, 500GB NVMe SSD, 1TB SSHD, Windowns 10 Home, Thin Gaming Laptop, 1-Year Warranty",Other,Prostar P950RF,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,32,500,1500,4.6,1659.0,1699.0
333,20286,"Microsoft Surface Book PA9-00001 Laptop (Windows 10 Pro 64-bit, Intel Core i7, 13.5"" LCD Screen, Storage: 1 TB, RAM: 16 GB) Black/Silver",Microsoft,Microsoft Surface Book,13.5,3000,2000,Glossy,1,Intel Core i7,Intel Core i7-6600U 2.6 GHz (6th gen Skylake Dual-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940M,Windows,Windows 10 Pro,16,1000,1000,3.34,1329.0,1428.81
53,31192,"2020 Dell Latitude 5500 15.6"" FHD Business Laptop Computer, Intel Quad-Core i7-8665U Up to 4.8GHz, 16GB DDR4, 512GB SSD, Windows 10 Professional + EST External DVD+ Accessories",Dell,Dell Latitude 5500,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8665U 1.9 GHz (8th gen Whiskey Lake Quad-Core with Hyper-Threading,0.0,0,Intel UHD 620,Windows,Windows 10 Pro,16,512,512,4.03,1199.0,1199.0
131,26133,"Alienware Gaming AW17R5-7405SLV-PUS 8th Gen Intel Core i7 Processor Laptop, 8GB RAM, 1TB Hard Drive Plus 8GB SSD, NVIDIA GeForce GTX 1060, 17.3"" Full HD Display, Epic Silver",Alienware,Alienware 17 R5,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,8,0,1000,9.74,1382.0,1382.0
143,14443,"Lenovo 14"" IdeaPad N42-20 Chromebook, Intel N3060 Dual-Core, 16GB eMMC SSD, 4GB DDR3, 802.11ac, Bluetooth, ChromeOS",Lenovo,Lenovo Ideapad N42-20 Chromebook,14.0,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,3.3,380.0,380.0
129,31196,"Apple MacBook Air (13-inch Retina display, 1.6GHz dual-core Intel Core i5, 128GB) - Gold (Renewed)",Apple,Apple MacBook Air 2018,13.3,2560,1600,Glossy,0,Intel Core i5,Intel Core i5-8210Y 1.6 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0.0,0,Intel UHD 617,macOS,macOS Mojave,8,128,128,2.75,749.66,799.99
494,29207,"MSI GF63 Thin 9RCX -615 15.6"" Gaming Laptop, Intel Core i5-9300H, NVIDIA GTX 1050Ti, 8GB, 512GB NVMe SSD, Win10",MSI,MSI GF63 Thin 9SCX,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-9300H 2.4 GHz (9th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050 Ti,Windows,Windows 10 Home,8,512,512,4.1,689.0,829.99
326,27417,"Asus ROG Zephyrus S GX701 (2019) Gaming Laptop, 17.3â€ 144Hz Pantone Validated Full HD IPS, GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4, 1TB PCIe Nvme SSD Hyper Drive, Windows 10 Home",Asus,Asus ROG Zephyrus GX701GW,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce RTX 2070,Windows,Windows 10 Home,16,1000,1000,5.73,2299.97,2499.97
500,27575,"Dell Inspiron 14 5481, 2 in 1 convertible Touchscreen Laptop 14 inch HD (1366 X 768) 8th Gen Intel Core i3-8145U, 4GB RAM, 128GB SSD, Windows 10 S",Dell,Dell Inspiron 5481,14.0,1366,768,Glossy,1,Intel Core i3,Intel Core i3-8145U 2.1 GHz (8th gen Whiskey Lake Dual-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,4,128,128,3.84,322.98,329.99
148,23197,"Acer Swift 3, 15.6"" Full HD, AMD Ryzen 5 2500U, 8GB DDR4, 256GB SSD, Windows 10, SF315-41-R8PP",Acer,Acer Swift 3 SF315-41,15.6,1920,1080,Glossy,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,4.85,480.98,625.0
499,21463,Dell Latitude E6430 14in Notebook PC - Intel Core i5-3320 2.6GHz 8GB 320gb SATA Windows 10 Professional (Renewed),Dell,Dell Latitude E6430,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-3320M 2.6 GHz (3rd gen Ivy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 4000,Windows,Windows 10 Pro,8,0,320,4.44,179.68,214.99
115,3899,"Dell Inspiron i3542-6666BK 15.6-Inch Laptop (Intel Core i5 Processor, 8GB RAM)",Dell,Dell Inspiron i3542-6666BK,15.6,1366,768,Glossy,0,Intel Core i5,Intel Core i5-4210U 1.7 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel HD 4400,Windows,Windows 8.1,8,0,1024,6.0,559.99,559.99
244,28336,"ASUS VivoBook Flip 14 Thin and Light 2-in-1 HD Touchscreen Laptop, Intel 2.6GHz Processor, 4GB RAM, 64GB Storage, Windows 10 in S Mode (Switchable to Win 10 Home), 1 Year Office 365 - J401MA-YS02",Asus,Asus VivoBook Flip J401MA,14.0,1920,1080,Glossy,1,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0.0,0,Intel UHD 600,Windows,Windows 10 S,4,64,64,3.3,305.0,320.55
16,28803,"MSI GL63 8SC-059 15.6"" Gaming Laptop, Intel Core i7-8750H, NVIDIA GeForce GTX1650, 8GB, 256GB Nvme SSD, Win10",MSI,MSI GL63 8SC,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,8,256,256,5.07,839.0,896.48
397,27880,"Lenovo Flex 14 2-in-1 Convertible Laptop, 14 Inch FHD, Touchscreen, AMD Ryzen 5 3500U Processor, Radeon Vega 8 Graphics, 8GB DDR4 RAM, 256GB NVMe SSD, Win 10, Black, Pen Included",Lenovo,Lenovo Flex 14,14.0,1920,1080,Glossy,1,AMD Ryzen 5,AMD Ryzen 5 3500U 2.1 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,3.64,548.94,552.13
332,19857,"HP Flagship 15.6 15-ay191ms HD Touchscreen Signature Laptop (Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10)",HP,HP 15-ay191ms,15.6,1366,768,Glossy,1,Intel Core i3,Intel Core i3-7100U 2.4 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel HD 620,Windows,Windows 10 Home,8,0,1000,4.6,497.88,519.0
295,29409,HP 15.6in Laptop Intel 4000 2.60GHz 4GB 500GB DVDRW HDMI Bluetooth Windows 10 (Renewed),HP,HP 15-bs212wm,15.6,1366,768,Glossy,0,Intel Celeron,Intel Celeron N4000 1.1 GHz (Gemini Lake Dual-Core),0.0,0,Intel UHD 600,Windows,Windows 10 Home,4,0,500,4.5,194.99,227.98
267,24017,"ASUS ZenBook Flip 14 UX461UN-DS74T Notebook (Windows 10 Home, Intel Core i7-8550U, 14"" LED-Lit Screen, Storage: 512 GB, RAM: 16 GB) Slate Grey",Asus,Asus ZenBook Flip UX461UN,14.0,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce MX150,Windows,Windows 10 Home,16,512,512,3.3,1299.0,1349.0
302,14445,"Dell Inspiron 14"" High Performance Laptop PC Intel Celeron Processor 2GB Memory 32GB hard drive HDMI Bluetooth WIFI Webcam MaxxAudio Window 10-Black",Dell,Dell Inspiron 14,14.0,1366,768,Glossy,0,Intel Celeron,Intel Celeron N3050 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD,Windows,Windows 10,2,32,32,3.9,249.99,249.99
58,13772,"High Performance HP 15.6"" Laptop PC AMD A6-7310 Quad-Core Processor 4GB RAM 500GB HDD AMD Radeon R4 Graphics DVD-RW HDMI WIFI HDMI Webcam DTS Audio Windows 10-Black",HP,HP 15-ba009dx,15.6,1366,768,Glossy,0,AMD A6,AMD A6-7310 2.0 GHz (Puma+ Quad-Core),0.0,0,AMD Radeon R4,Windows,Windows 10,4,0,500,4.74,465.0,465.0
151,29406,"Lenovo IdeaPad L340 Gaming Laptop, 15.6-Inch FHD (1920 X 1080) IPS Display, Intel Core i7-9750H Processor, 8GB DDR4 RAM, 1TB HDD, 256GB NVMe SSD, NVIDIA GeForce GTX 1050, Windows 10, 81LK000EUS, Black",Lenovo,Lenovo IdeaPad L340,15.6,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1050,Windows,Windows 10 Home,8,256,1256,4.83,949.99,983.0
98,28799,"Lenovo Ideapad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 512GB Nvme SSD, NVIDIA GeForce GTX 1650, Windows 10, 81LK00HDUS, Black",Lenovo,Lenovo IdeaPad L340,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-9300H 2.4 GHz (9th gen Coffee Lake Quad-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1650,Windows,Windows 10 Home,8,512,512,4.83,723.98,729.97
95,26959,"2019 Newest HP 15.6"" Touchscreen Laptop, Intel Quad-Core i5-8250U, 8GB DDR4 RAM, 128GB SSD, HDMI, DVDRW, Bluetooth, Webcam, WiFi, Win 10 Home",HP,HP 15-da0002dx,15.6,1366,768,Glossy,1,Intel Core i5,Intel Core i5-8250U 1.6 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,128,128,3.9,499.0,499.0
411,29199,"NEW Microsoft Surface Pro 7 â€“ 12.3"" Touch-Screen - 10th Gen Intel Core i5 - 8GB Memory - 128GB SSD (Latest Model) â€“ Platinum",Microsoft,Microsoft Surface Pro 7,12.3,2736,1824,Glossy,1,Intel Core i5,Intel Core i5-1035G4 1.1 GHz (10th gen Ice Lake Quad-Core with Hyper-Threading),1.0,0,Intel Iris Plus,Windows,Windows 10 Home,8,128,128,1.7,688.0,749.0
254,30994,"MSI GL73 9SDK-219 17.3"" Gaming Laptop, 144Hz Display, Intel Core i7-9750H, NVIDIA GeForce GTX1660Ti, 16GB, 512GB NVMe SSD",MSI,MSI GL73 9SDK,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-9750H 2.6 GHz (9th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1660 Ti,Windows,Windows 10 Home,16,512,512,5.95,1299.7,1396.99
233,3916,"ASUS Zenbook UX301LA-DH71T Laptop (Windows 8.1, Intel Core i7-4558U, 13"" LED-lit Screen, Storage: 256 GB, RAM: 8 GB) Blue",Asus,ASUS Zenbook UX301LA1,13.3,2560,1440,Glossy,1,Intel Core i7,Intel Core i7-4558U 2.8 GHz (4th gen Haswell Dual-Core with Hyper-Threading),0.0,0,Intel Iris 5100,Windows,Windows 8.1,8,0,256,2.6,999.99,999.99
25,28643,"ROG Strix SCAR II Gaming Laptop, 17.3â€ 144Hz 3ms IPS Type, Intel Core i7-8750H Processor, NVIDIA GeForce GTX 1060 6GB GDDR5, 16GB DDR4, 256GB PCIe SSD + 1TB HDD, RGB, Windows 10 Home - GL704GM-DH74",Asus,Asus ROG Strix SCAR II GL704GM,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1060,Windows,Windows 10 Home,16,256,1256,6.39,1588.0,1599.0
229,26806,"Microsoft Surface Laptop (1st Gen) DAJ-00001 Laptop (Windows 10 S, Intel Core i7, 13.5"" LED-Lit Screen, Storage: 256 GB, RAM: 8 GB) Platinum",Microsoft,Microsoft Surface Laptop,13.5,2256,1504,Glossy,1,Intel Core i7,Intel Core i7-7660U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,0,Intel Iris Plus 640,Windows,Windows 10 S,8,256,256,2.83,770.0,773.0
7,22373,"ASUS ROG Strix Scar Edition Gaming Laptop, 17.3â€ 144Hz 3ms Full HD, Intel Core i7-8750H, GeForce GTX 1070 8GB, 16GB DDR4, 256GB PCIe SSD + 1TB FireCuda, Windows 10 - GL703GS-DS74",Asus,Asus ROG Strix GL703GS SCAR Edition,17.3,1920,1080,Matte,0,Intel Core i7,Intel Core i7-8750H 2.2 GHz (8th gen Coffee Lake Hexa-Core with Hyper-Threading),0.0,1,NVIDIA GeForce GTX 1070,Windows,Windows 10 Home,16,256,1256,6.5,1646.99,1646.99
41,13771,"Acer Aspire E 15 E5-575G-57D4 15.6-Inches Full HD Notebook (7th Gen Intel Core i5-7200U, GeForce 940MX, 8GB DDR4 SDRAM, 256GB SSD, Windows 10 Home), Obsidian Black",Acer,Acer Aspire E 15 E5-575G-57D4,15.6,1920,1080,Matte,0,Intel Core i5,Intel Core i5-7200U 2.5 GHz (7th gen Kaby Lake Dual-Core with Hyper-Threading),0.0,1,NVIDIA GeForce 940MX,Windows,Windows 10,8,256,256,5.27,999.0,999.0
168,25591,"Asus C223NA-DH02-RD Chromebook 11.6"", Intel Dual-Core Celeron N3350 Processor (Up to 2.4GHz) 4GB RAM, 32GB eMMC Storage, Red",Asus,Asus Chromebook C223NA,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3350 1.1 GHz (Apollo Lake Dual-Core),0.0,0,Intel HD 500,Chrome OS,Chrome OS,4,32,32,2.2,161.99,178.4
391,19304,"ASUS Transformer Book TP200SA-DH01T-BL 11.6 inch Display Thin and Lightweight 2-in-1 Full HD Touchscreen Laptop, Intel Celeron Processor, 4GB RAM, 32GB EMMC Storage, Windows 10 Home, Dark Blue Color",Asus,Asus Transformer Book Flip TP200SA,11.6,1366,768,Glossy,1,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Windows,Windows 10 Home,4,32,32,2.61,299.0,299.0
139,20102,"HP 11.6 Inch high performance Chromebook Laptop Computer, Intel Celeron N3060 Up to 2.48GHz, 4GB Memory, 16GB eMMC, WiFi 802.11ac, USB 3.1, Bluetooth, Webcam, Chrome OS (Renewed)",HP,HP Chromebook 11-v010nr,11.6,1366,768,Matte,0,Intel Celeron,Intel Celeron N3060 1.6 GHz (Braswell Dual-Core),0.0,0,Intel HD 400,Chrome OS,Chrome OS,4,16,16,2.54,120.94,123.0
482,20503,"Dell Touchscreen 2-in-1 Inspiron 5000 Backlit Keyboard 13.3 inch Full HD Laptop PC, Intel Core i7-8550U Quad-Core, 8GB DDR4, 256GB SSD, WIFI, Media Card Reader, Windows 10",Dell,Dell Inspiron 5379,13.3,1920,1080,Glossy,1,Intel Core i7,Intel Core i7-8550U 1.8 GHz (8th gen Kaby Lake R Quad-Core with Hyper-Threading),0.0,0,Intel UHD 620,Windows,Windows 10 Home,8,256,256,3.72,829.99,844.97
125,17477,Dell Latitude E6420 Laptop - HDMI - i5 2.5ghz - 4GB DDR3 - 320GB - DVD - Windows 10 64bit - (Renewed),Dell,Dell Latitude E6420,14.0,1366,768,Matte,0,Intel Core i5,Intel Core i5-2520M 2.5 GHz (2nd gen Sandy Bridge Dual-Core with Hyper-Threading),0.0,0,Intel HD 3000,Windows,Windows 10,4,0,320,4.6,154.99,178.89
288,30754,Google Pixelbook Go M3 Chromebook 8GB/64GB Just Black,Google,Google Pixelbook Go,13.3,1920,1080,Glossy,1,Intel Core m3,Intel Core m3-8100Y 1.1 GHz (8th gen Amber Lake Y Dual-Core with Hyper-Threading),0.0,0,Intel UHD 615,Chrome OS,Chrome OS,8,64,64,2.3,642.49,649.0
12,22978,"2018 Newest Premium Dell Inspiron 15.6-inch HD Display Laptop PC, 7th Gen AMD A6-9220 2.5GHz Processor, 4GB DDR4, 500GB HDD, WiFi, HDMI, Webcam, MaxxAudio, Bluetooth, DVD-RW, Windows 10-Black",Dell,Dell Inspiron 15 3000,15.6,1366,768,,0,AMD A6,AMD A6-9220 2.5 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10 Home,4,0,500,5.07,288.98,288.99
212,25588,"2019 Newest Lenovo IdeaPad 15.6"" HD High Performance Laptop PC | AMD A6-9225 Dual-Core 2.60 GHz| 4GB RAM | 500GB HDD | 802.11ac | Bluetooth | DVD+/-RW | HDMI | Win 10",Lenovo,Lenovo IdeaPad 130,15.6,1366,768,Matte,0,AMD A6,AMD A6-9225 2.6 GHz (7th gen Stoney Ridge Dual-Core),0.0,0,AMD Radeon R4,Windows,Windows 10 Home,4,0,500,4.63,251.18,260.0
217,23224,"Lenovo 81BR003RUS Ideapad 720S 13.3"" Ryzen 5 2500U 8GB Ram 256GB SSD Windows 10 Home Silver",Lenovo,Lenovo IdeaPad 720S,13.3,1920,1080,Matte,0,AMD Ryzen 5,AMD Ryzen 5 2500U 2.0 GHz (Quad-Core with Simultaneous Multi-Threading),0.0,0,AMD Radeon Vega 8,Windows,Windows 10 Home,8,256,256,2.4,699.99,699.99
